Time (years),Data_1,Data_2
3208024000.0,607834.7431327323,
3212492000.0,607413.4241942836,
3216960000.0,606992.397291869,
3221428000.0,606571.6622230648,
3225896000.0,606151.2187855873,
3230364000.0,605731.0667772931,
3234832000.0,605311.2059961789,
3239300000.0,604891.6362403813,
3243768000.0,604472.3573081769,
3248236000.0,604053.3689979824,
3252704000.0,603634.6711083537,
3257172000.0,603216.2634379867,
3261640000.0,602798.1457857168,
3266108000.0,602380.3179505187,
3270576000.0,601962.7797315065,
3275044000.0,601545.5309279335,
3279512000.0,601128.5713391923,
3283980000.0,600711.9007648146,
3288448000.0,600295.5190044707,
3292916000.0,599879.4258579699,
3297384000.0,599463.6211252605,
3301852000.0,599048.1046064292,
3306320000.0,598632.8761017015,
3310788000.0,598217.9354114411,
3315256000.0,597803.2823361503,
3319724000.0,597388.9166764695,
3324192000.0,596974.8382331774,
3328660000.0,596561.0468071909,
3333128000.0,596147.5421995646,
3337596000.0,595734.3242114913,
3342064000.0,595321.3926443013,
3346532000.0,594908.7472994629,
3351000000.0,594496.3879785818,
3355468000.0,594084.3144834014,
3359936000.0,593672.5266158023,
3364404000.0,593261.0241778027,
3368872000.0,592849.8069715578,
3373340000.0,592438.8747993599,
3377808000.0,592028.2274636386,
3382276000.0,591617.8647669603,
3386744000.0,591207.7865120282,
3391212000.0,590797.9925016823,
3395680000.0,590388.4825388993,
3400148000.0,589979.2564267924,
3404616000.0,589570.3139686113,
3409084000.0,589161.6549677422,
3413552000.0,588753.2792277072,
3418020000.0,588345.1865521651,
3422488000.0,587937.3767449104,
3426956000.0,587529.8496098738,
3431424000.0,587122.604951122,
3435892000.0,586715.6425728571,
3440360000.0,586308.9622794173,
3444828000.0,585902.5638752764,
3449296000.0,585496.4471650433,
3453764000.0,585090.611953463,
3458232000.0,584685.0580454154,
3462700000.0,584279.7852459158,
3467168000.0,583874.7933601143,
3471636000.0,583470.0821932968,
3476104000.0,583065.6515508834,
3480572000.0,582661.5012384296,
3485040000.0,582257.6310616253,
3489508000.0,581854.0408262954,
3493976000.0,581450.7303383992,
3498444000.0,581047.6994040306,
3502912000.0,580644.9478294179,
3507380000.0,580242.4754209236,
3511848000.0,579840.2819850444,
3516316000.0,579438.3673284113,
3520784000.0,579036.7312577894,
3525252000.0,578635.3735800774,
3529720000.0,578234.2941023081,
3534188000.0,577833.492631648,
3538656000.0,577432.9689753973,
3543124000.0,577032.7229409897,
3547592000.0,576632.7543359923,
3552060000.0,576233.0629681058,
3556528000.0,575833.648645164,
3560996000.0,575434.511175134,
3565464000.0,575035.6503661161,
3569932000.0,574637.0660263434,
3574400000.0,574238.757964182,
3578868000.0,573840.7259881308,
3583336000.0,573442.9699068216,
3587804000.0,573045.4895290188,
3592272000.0,572648.2846636191,
3596740000.0,572251.355119652,
3601208000.0,571854.7007062793,
3605676000.0,571458.3212327948,
3610144000.0,571062.2165086247,
3614612000.0,570666.3863433275,
3619080000.0,570270.8305465933,
3623548000.0,569875.5489282444,
3628016000.0,569480.5412982347,
3632484000.0,569085.8074666501,
3636952000.0,568691.347243708,
3641420000.0,568297.1604397572,
3645888000.0,567903.2468652781,
3650356000.0,567509.6063308826,
3654824000.0,567116.2386473137,
3659292000.0,566723.1436254455,
3663760000.0,566330.3210762835,
3668228000.0,565937.7708109638,
3672696000.0,565545.4926407539,
3677164000.0,565153.4863770516,
3681632000.0,564761.7518313857,
3686100000.0,564370.2888154156,
3690568000.0,563979.0971409314,
3695036000.0,563588.1766198535,
3699504000.0,563197.5270642325,
3703972000.0,562807.1482862496,
3708440000.0,562417.040098216,
3712908000.0,562027.2023125731,
3717376000.0,561637.6347418921,
3721844000.0,561248.3371988744,
3726312000.0,560859.309496351,
3730780000.0,560470.5514472829,
3735248000.0,560082.0628647603,
3739716000.0,559693.8435620033,
3744184000.0,559305.8933523616,
3748652000.0,558918.2120493138,
3753120000.0,558530.7994664683,
3757588000.0,558143.6554175622,
3762056000.0,557756.7797164621,
3766524000.0,557370.1721771634,
3770992000.0,556983.8326137906,
3775460000.0,556597.7608405969,
3779928000.0,556211.9566719643,
3784396000.0,555826.4199224034,
3788864000.0,555441.1504065534,
3793332000.0,555056.1479391821,
3797800000.0,554671.4123351856,
3802268000.0,554286.9434095882,
3806736000.0,553902.7409775426,
3811204000.0,553518.8048543296,
3815672000.0,553135.1348553578,
3820140000.0,552751.7307961641,
3824608000.0,552368.5924924131,
3829076000.0,551985.7197598971,
3833544000.0,551603.1124145362,
3838012000.0,551220.770272378,
3842480000.0,550838.6931495976,
3846948000.0,550456.8808624976,
