Time (years),Data_1,Data_2
18003.5,100000.0,99999.99999999993
18004.0,100000.0,99999.99999999993
18004.5,100000.0,99999.99999999993
18005.0,100000.0,99999.99999999993
18005.5,100000.0,99999.99999999993
18006.0,100000.0,99999.99999999993
18006.5,100000.0,99999.99999999993
18007.0,100000.0,99999.99999999993
18007.5,100000.0,99999.99999999993
18008.0,100000.0,99999.99999999993
18008.5,100000.0,99999.99999999993
18009.0,100000.0,99999.99999999993
18009.5,100000.0,99999.99999999993
18010.0,100000.0,99999.99999999993
18010.5,100000.0,99999.99999999993
18011.0,100000.0,99999.99999999993
18011.5,100000.0,99999.99999999993
18012.0,100000.0,99999.99999999993
18012.5,100000.0,99999.99999999993
18013.0,100000.0,99999.99999999993
18013.5,100000.0,99999.99999999993
18014.0,100000.0,99999.99999999993
18014.5,100000.0,99999.99999999993
18015.0,100000.0,99999.99999999993
18015.5,100000.0,99999.99999999993
18016.0,100000.0,99999.99999999993
18016.5,100000.0,99999.99999999993
18017.0,100000.0,99999.99999999993
18017.5,100000.0,99999.99999999993
18018.0,100000.0,99999.99999999993
18018.5,100000.0,99999.99999999993
18019.0,100000.0,99999.99999999993
18019.5,100000.0,99999.99999999993
18020.0,100000.0,99999.99999999993
18020.5,100000.0,99999.99999999993
18021.0,100000.0,99999.99999999993
18021.5,100000.0,99999.99999999993
18022.0,100000.0,99999.99999999993
18022.5,100000.0,99999.99999999993
18023.0,100000.0,99999.99999999993
18023.5,100000.0,99999.99999999993
18024.0,100000.0,99999.99999999993
18024.5,100000.0,99999.99999999993
18025.0,100000.0,99999.99999999993
18025.5,100000.0,99999.99999999993
18026.0,100000.0,99999.99999999993
18026.5,100000.0,99999.99999999993
18027.0,100000.0,99999.99999999993
18027.5,100000.0,99999.99999999993
18028.0,100000.0,99999.99999999993
18028.5,100000.0,99999.99999999993
18029.0,100000.0,99999.99999999993
18029.5,100000.0,99999.99999999993
18030.0,100000.0,99999.99999999993
18030.5,100000.0,99999.99999999993
18031.0,100000.0,99999.99999999993
18031.5,100000.0,99999.99999999993
18032.0,100000.0,99999.99999999993
18032.5,100000.0,99999.99999999993
18033.0,100000.0,99999.99999999993
